2457535.602127125 -0.3593355533343541 2.2763148199 CARM-VIS -1.400787344565646
2457563.598259701 0.5825056747013979 2.0150372559 CARM-VIS -0.450422998301398
2457573.501016161 0.9049933963885788 3.3122618049 CARM-VIS -1.6197992100885787
2457596.447489304 -1.5893335151012655 2.3052085964 CARM-VIS 4.788354673401265
2457605.445772307 -0.5787911031812866 2.3251943907 CARM-VIS 1.5573430281812866
2457607.4204671346 -1.1372809467763112 2.3833157426 CARM-VIS -4.057483069923689
2457625.3629577323 1.4368331939544825 2.1569481802 CARM-VIS 1.2419884693455174
2457656.3389312546 -1.7638106361892532 2.4062746605 CARM-VIS 0.7680342769892531
2457692.2612983496 -0.03864536699789678 1.2655458702 CARM-VIS 2.7477840449978967
2457960.4649359984 -1.3060212184274462 1.2107066262 CARM-VIS -5.7220770582725535
2458010.3362280745 -0.771654122421674 1.4029369306 CARM-VIS -3.972702523678326
2458273.5857304656 -0.49058194111694664 1.5814936696 CARM-VIS 1.2461488851169467
2458294.557063148 -0.25199424478858834 1.4036830764 CARM-VIS 5.6286852674885886
2458320.527728356 -0.22748042549326186 1.9546126757 CARM-VIS 11.284078857893261
2458349.3994988496 -0.04844533129126127 1.1018413901 CARM-VIS -0.6339872037087387
2458399.3065678654 -0.5048754138633322 1.5165791371 CARM-VIS -3.605499863436668
2458616.593907383 1.5283358169846792 1.6289415963 CARM-VIS 11.34649148491532
2458638.567796456 -0.7804402911298558 1.6199325133 CARM-VIS -6.210323731470144
2458659.497594833 1.9998315347790214 1.2679154399 CARM-VIS 2.1575597192209788
2458682.439792249 3.273975890875345 2.1962990125 CARM-VIS 9.952736724624655
2458710.3925318755 -0.9698617540663346 1.2812606223 CARM-VIS -3.823901444133665
2458755.333482295 0.27047806696128385 1.6770437336 CARM-VIS -2.877415338161284
2459018.567779166 1.9732401829830373 1.7876960236 CARM-VIS 5.6460748006169625
2459054.543212953 0.4378685324437459 1.8863049015 CARM-VIS 5.173879400856254
2459085.391163737 -0.04915960444291123 1.114773117 CARM-VIS 8.140872176842912
2459086.396031697 -0.2852198903075562 1.2332488499 CARM-VIS 0.3694913837075562
2459088.376342939 8.726292175704208 3.0434615116 CARM-VIS 0.8460201433957928
2459091.387049437 -3.1431297916596472 3.2421172282 CARM-VIS 1.7366347556596475
2459092.379025905 -0.6260426345673724 1.5890535401 CARM-VIS -1.9269301145326274
2459093.3751317877 0.23403262666909463 1.2536896203 CARM-VIS -1.6170538988690946
2459095.3815274755 1.8809606855239638 1.5587919626 CARM-VIS 4.142044802076036
2459097.358564681 0.9923416635918585 1.482393624 CARM-VIS -5.031683150291858
2459098.3778736205 -4.3623713707609415 1.7079509773 CARM-VIS -4.262898161139059
2459099.370986777 1.8406978481131202 1.3847571603 CARM-VIS -1.9943473832131202
2459100.351029948 -0.9348122281927727 1.6384044804 CARM-VIS 2.8969077416927727
2459112.3522759755 -3.047680901985709 1.8270425712 CARM-VIS -5.841811107014291
2459113.3446775964 1.635476697605056 4.6248473052 CARM-VIS -5.162382619905056
2459114.3369843303 -1.0203800097201126 1.7042497053 CARM-VIS -2.7813881575798876
2459115.2979438747 -1.4805193756028832 2.684223261 CARM-VIS 1.308016423702883
2459121.3012824776 -1.2882424507064432 1.7685614617 CARM-VIS 10.397331513206444
2459128.294890466 -1.1464921585353856 1.5408129846 CARM-VIS -3.7015134705646147
2459131.276408484 -0.08888948398799101 1.6153531043 CARM-VIS 8.373844894687991
2459132.2807597807 -1.2631449372599237 3.0438832948 CARM-VIS 0.38864020115992365
2459138.3134322832 -3.244040607140821 1.7425080273 CARM-VIS -6.630591564559179
2459148.284556344 1.847247251896978 2.3329338134 CARM-VIS -2.081409930596978
2459151.280021273 -3.257300944491157 1.425161879 CARM-VIS -0.6697161820088426
2459153.2676437804 -0.46399490347402406 1.4030698449 CARM-VIS -7.6880738989259765
2459356.5672501856 1.0833400355360316 1.5900985154 CARM-VIS 3.8525226316639687
2459359.580547544 -0.039062556661435766 1.2919801905 CARM-VIS 1.3445656515614357
2459360.541350621 0.29714810936410974 4.0645888457 CARM-VIS 5.029464658535891
2459367.5381190665 -2.1457924853809507 2.1436654783 CARM-VIS -4.9271498572190495
2459368.534529793 0.9988574304406761 1.6890493146 CARM-VIS -4.017506011240676
2459457.427970777 -1.3101884979839078 2.0408791188 CARM-VIS 1.8967099583839078
2459772.4843684896 0.1930521825081679 1.5375474921 CARM-VIS 2.073055981991832
2459775.4798484864 5.363872441807416 2.7797110437 CARM-VIS 2.7173157244925843
2459776.4716747715 2.2225071462519157 2.0646788576 CARM-VIS 2.755371734748084
2459777.4753139173 -0.28010824208437546 1.5621730998 CARM-VIS 3.6479754890843754
2459778.4886777056 -0.182769093907182 1.9809264645 CARM-VIS 5.784298281607182
2459779.4658595347 0.11194906425686746 2.506817091 CARM-VIS 14.024483982043133
2459780.471345688 1.9526361489624104 2.2038960679 CARM-VIS -0.9562260566624103
2459782.430160044 0.2548772332371223 2.2271502933 CARM-VIS -1.1067584549371223
2459783.505280438 0.5283083129404456 2.3192244891 CARM-VIS 1.7495978132595544
2459785.4806064013 0.5378636451132102 3.0224285632 CARM-VIS -2.2256982893132102
2459786.49829364 1.9060943899665002 1.8378839796 CARM-VIS -2.6457805497665
2459787.521283094 0.41307362756631216 2.0146073305 CARM-VIS -1.3135991224663122
2459788.5126828314 -0.12751061997032664 1.4028077704 CARM-VIS 1.1650293922703265
2459789.4877168937 0.9290387143381533 1.5017534999 CARM-VIS 8.482828263061847
2459790.5282289004 -2.0581904195558094 2.3974402164 CARM-VIS -3.2673983891441907
2459792.48122963 1.410145639030108 1.5433151829 CARM-VIS -3.960949900230108
2459793.543354465 -1.7210872741310201 1.9285358107 CARM-VIS -1.66968826376898
2459796.419936919 1.7054783838251413 1.7363059013 CARM-VIS -5.543671092725141
2459798.362538993 0.07311383839424801 2.3000119863 CARM-VIS -1.066463568394248
2459800.4147476438 -0.4618111706737362 1.6101241405 CARM-VIS 1.7467735166737361
2459803.402452612 1.7480240060194365 2.0222795518 CARM-VIS 4.115611371480563
2459805.4067509635 3.830062152553964 2.3226461784 CARM-VIS 7.140706867746037
2459806.3705677567 -0.15317723311172338 1.7642617557 CARM-VIS 0.8677720140117233
2459807.398399918 -2.9734861592254314 1.9011187185 CARM-VIS 0.7766046492254315
2459808.448262501 3.539808242847908 2.4398768172 CARM-VIS 1.9108083607520927
2459809.451769196 1.0787998339269667 2.0388463892 CARM-VIS 5.516761280673033
2459810.378368997 -1.0570752737482154 1.3237443102 CARM-VIS 7.048653814148215
2459811.437679451 -0.42542184057934485 2.0794603441 CARM-VIS -3.1474480919206553
